year,state,county,division_yield,division_noaa,data_item,value,cv,temp_gs,pcpn_gs,county_padded,fips_full,GDD_GS,KDD_GS,TMAX_AVG_GS,PREC_GS,CHD_GS,GDD_SGF,KDD_SGF,TMAX_AVG_SGF,PREC_SGF,CHD_SGF
1952,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",46.5,,25.685185185185187,565.404,023,31023,1764.58,213.16000000000003,25.71513661202185,565.5899999999998,46.0,620.08,89.51999999999998,29.99673913043478,158.35999999999999,20.0
1953,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",32.2,,25.796296296296294,377.952,023,31023,1763.6299999999997,253.53,25.832021857923497,377.7900000000001,53.0,648.57,104.82000000000002,30.805000000000003,109.3,21.0
1954,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",29.8,,26.35185185185185,494.792,023,31023,1821.2599999999998,275.6,26.371202185792345,495.13000000000005,51.0,690.5900000000001,184.95000000000002,32.03391304347826,140.24,25.0
1955,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",8.5,,27.731481481481485,354.584,023,31023,1946.4099999999996,355.8299999999999,27.786557377049174,354.5199999999999,66.0,733.54,186.2,32.985434782608706,54.779999999999994,32.0
1956,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",11.8,,26.657407407407405,315.21399999999994,023,31023,1825.27,310.73,26.69415300546448,315.03,58.0,671.1999999999998,140.47000000000003,31.685217391304356,67.30999999999999,23.0
1957,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",51.7,,24.37962962962963,675.64,023,31023,1630.7800000000002,168.44,24.446830601092888,675.4300000000002,33.0,715.37,148.22999999999996,31.985652173913046,136.24,26.0
1958,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",55.2,,24.555555555555554,537.972,023,31023,1580.3,82.88000000000002,24.585464480874318,538.08,23.0,582.4399999999999,40.809999999999995,28.337173913043472,256.29999999999995,11.0
1959,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",54.0,,25.10185185185185,662.1779999999999,023,31023,1706.21,174.59,25.144316939890714,662.0799999999997,48.0,596.4,57.400000000000006,29.14369565217391,159.37,17.0
1960,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",55.5,,24.916666666666668,602.996,023,31023,1627.7999999999997,118.21,24.955300546448097,603.08,31.0,604.64,68.07,29.64891304347826,99.22999999999999,16.0
1961,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",50.3,,24.416666666666668,466.598,023,31023,1568.1699999999996,191.79,24.462896174863392,466.54,41.0,658.0700000000002,120.28999999999999,31.31891304347827,124.9,23.0
1962,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",64.0,,25.453703703703706,549.148,023,31023,1721.1599999999996,111.22,25.508469945355188,549.0,26.0,600.45,47.47,29.048478260869565,175.43000000000004,9.0
1963,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",58.2,,26.240740740740737,533.908,023,31023,1844.1800000000005,211.15000000000003,26.27639344262295,533.9699999999999,41.0,682.6,116.68,31.03478260869565,94.25000000000001,22.0
1964,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",52.7,,25.490740740740744,598.6779999999999,023,31023,1696.5399999999995,217.14000000000007,25.544644808743175,598.6999999999999,45.0,675.5799999999999,158.13000000000002,31.450434782608692,105.97,26.0
1965,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",64.3,,24.444444444444443,847.852,023,31023,1569.8400000000001,113.62000000000003,24.49710382513661,848.0000000000001,26.0,624.85,85.03000000000002,30.249565217391304,95.63000000000001,18.0
1966,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",88.2,,24.64814814814815,409.44800000000004,023,31023,1595.8500000000001,190.15,24.707650273224044,409.57000000000005,36.0,661.6600000000001,132.76000000000002,30.959347826086955,144.10000000000002,20.0
1967,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",75.6,,24.444444444444443,656.0820000000001,023,31023,1482.2999999999997,109.38,24.47010928961749,656.1599999999999,23.0,568.82,63.31999999999999,29.1895652173913,97.16000000000001,10.0
1968,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",77.8,,25.333333333333332,547.624,023,31023,1597.6000000000004,197.13000000000002,25.358415300546447,547.66,45.0,628.09,92.47999999999999,30.211521739130436,153.98999999999998,22.0
1969,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",100.0,,25.48148148148148,423.67199999999997,023,31023,1688.5099999999995,152.17000000000002,25.530710382513664,423.53,32.0,663.9500000000002,106.94,30.90717391304348,68.9,18.0
1970,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",62.1,,26.805555555555554,437.13399999999996,023,31023,1875.1100000000004,310.31000000000006,26.867267759562843,437.28,58.0,691.81,160.60999999999996,32.11065217391304,88.14,25.0
1971,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",86.3,,25.87037037037037,446.532,023,31023,1696.2900000000004,198.08999999999997,25.892131147540987,446.5799999999999,49.0,574.5500000000001,51.63000000000001,29.236739130434785,95.05,14.0
1972,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",107.1,,24.76851851851852,632.9680000000001,023,31023,1625.1400000000003,175.51000000000002,24.79409836065574,632.78,40.0,590.8699999999999,71.33000000000001,28.94347826086956,118.61999999999999,16.0
1973,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",102.6,,24.861111111111114,638.0479999999999,023,31023,1663.9000000000003,199.15999999999997,24.90081967213114,637.91,44.0,628.27,83.14999999999999,29.904347826086955,169.92000000000002,16.0
1974,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",58.0,,25.805555555555557,372.87199999999996,023,31023,1636.9399999999998,267.82000000000005,25.85622950819672,372.69,41.0,677.28,199.94,32.31847826086956,55.92,28.0
1975,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",87.8,,25.12037037037037,449.5799999999999,023,31023,1719.5599999999997,227.86,25.196502732240432,449.59999999999997,51.0,680.69,130.42000000000002,31.405434782608694,78.75999999999999,28.0
1976,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",80.2,,26.203703703703706,344.93199999999996,023,31023,1747.89,246.18000000000004,26.229890710382513,344.9800000000001,54.0,657.52,115.08,30.736739130434785,80.8,20.0
1977,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",93.2,,26.712962962962962,729.9959999999999,023,31023,1935.85,184.04,26.743278688524576,730.1,33.0,668.14,127.89,31.100434782608694,178.49,19.0
1978,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",112.1,,25.574074074074073,634.746,023,31023,1756.8500000000001,239.34,25.618688524590162,634.8099999999997,46.0,635.85,105.27000000000001,30.287826086956528,188.89,19.0
1979,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",115.4,,25.027777777777775,419.354,023,31023,1660.4600000000003,176.29000000000002,25.05628415300546,419.2499999999999,38.0,618.01,84.41000000000001,29.253695652173914,104.25999999999999,15.0
1980,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",81.9,,27.166666666666668,365.76,023,31023,1891.3,348.12,27.210273224043714,365.73999999999995,61.0,733.2500000000001,210.40999999999997,33.31217391304347,92.42999999999999,30.0
1981,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",120.2,,26.259259259259256,513.0799999999999,023,31023,1754.6599999999999,184.28,26.269781420765028,513.27,36.0,643.1700000000001,98.5,29.90021739130435,201.82,16.0
1982,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",107.0,,23.962962962962962,780.288,023,31023,1575.06,119.78,24.0111475409836,780.4900000000001,25.0,653.8000000000001,107.35000000000001,30.18782608695652,216.6,20.0
1983,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",90.0,,25.296296296296294,496.31600000000003,023,31023,1773.28,344.1499999999999,25.361693989071036,496.29999999999995,65.0,741.28,192.98000000000002,33.08760869565217,24.52,34.0
1984,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",112.9,,24.62037037037037,628.65,023,31023,1664.4099999999999,201.32,24.64852459016393,628.54,44.0,675.19,122.22999999999999,31.415652173913053,61.41,27.0
1985,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",137.3,,24.805555555555557,616.204,023,31023,1658.5499999999997,135.43000000000004,24.85453551912569,616.4199999999997,28.0,595.1700000000001,70.09,29.24130434782609,150.70000000000002,14.0
1986,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",123.6,,25.333333333333332,706.374,023,31023,1737.7599999999998,146.65000000000003,25.352021857923493,706.4299999999998,27.0,626.62,81.84,29.55,172.27,15.0
1987,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",124.1,,26.518518518518523,492.76,023,31023,1866.9300000000003,252.9699999999999,26.540546448087436,492.89000000000004,49.0,687.5499999999998,138.94,31.3454347826087,126.17000000000002,24.0
1988,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",119.3,,27.435185185185187,454.65999999999997,023,31023,1916.6399999999999,334.96999999999997,27.4683606557377,454.53999999999996,58.0,679.07,139.01,31.137608695652172,111.94,25.0
1989,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",118.9,,25.685185185185187,444.5,023,31023,1691.9100000000005,194.63,25.719180327868845,444.44000000000005,43.0,649.5899999999999,114.57999999999998,30.597391304347827,46.42,25.0
1990,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",124.8,,25.509259259259256,477.52,023,31023,1731.0199999999998,240.07,25.536065573770482,477.4900000000001,47.0,574.96,66.58000000000001,28.63847826086956,189.8,13.0
1991,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",126.3,,26.333333333333332,463.80400000000003,023,31023,1855.85,250.02000000000004,26.365792349726775,463.7500000000001,50.0,615.0999999999999,98.17000000000002,29.777608695652173,109.83999999999999,17.0
1992,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",150.2,,23.60185185185185,573.0239999999999,023,31023,1418.21,30.239999999999995,23.631967213114752,572.5899999999999,9.0,494.0899999999999,12.0,26.34586956521739,275.78999999999996,3.0
1993,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",108.6,,23.259259259259256,799.8459999999999,023,31023,1474.2,76.02000000000001,23.29224043715847,799.8799999999998,15.0,581.47,31.359999999999996,27.91804347826087,247.17,6.0
1994,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",139.3,,25.527777777777775,556.514,023,31023,1742.7999999999997,140.42000000000002,25.558579234972672,556.6500000000001,34.0,555.28,28.200000000000003,27.943043478260872,207.48999999999998,6.0
1995,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",101.2,,24.259259259259256,498.856,023,31023,1611.6299999999997,233.86999999999998,24.298579234972674,498.8399999999999,47.0,675.4599999999999,155.82999999999998,31.423478260869565,68.64999999999999,29.0
1996,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",138.0,,23.51851851851852,674.878,023,31023,1511.1999999999998,78.69999999999997,23.53530054644808,675.09,18.0,559.09,24.799999999999997,27.528260869565216,179.53000000000003,5.0
1997,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",128.9,,24.342592592592595,458.97799999999995,023,31023,1618.3099999999997,154.28,24.371803278688525,458.91999999999996,40.0,605.92,82.3,29.131304347826084,123.85000000000001,19.0
1998,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",146.5,,25.796296296296294,570.2299999999999,023,31023,1851.67,212.99999999999997,25.83491803278688,570.28,50.0,633.21,63.67,28.937173913043477,117.13,15.0
1999,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",139.8,,24.37962962962963,630.936,023,31023,1638.94,150.71000000000004,24.425081967213114,630.9599999999998,34.0,660.46,106.47000000000001,29.863913043478266,139.20999999999998,20.0
2000,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",120.5,,26.444444444444446,398.78000000000003,023,31023,1857.3999999999994,247.02,26.481967213114757,398.65,52.0,673.9599999999998,93.68,30.247173913043476,120.69999999999999,24.0
2001,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",132.0,,25.990740740740744,475.234,023,31023,1823.3499999999997,244.30999999999997,26.035136612021866,475.02000000000004,48.0,716.03,140.06,31.372826086956525,85.28999999999999,23.0
2002,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",104.7,,26.36111111111111,403.85999999999996,023,31023,1876.5399999999995,298.0400000000001,26.380819672131157,403.98999999999995,61.0,722.77,166.75,32.27043478260869,73.14999999999999,29.0
2003,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",120.1,,25.194444444444446,499.87199999999996,023,31023,1664.27,192.83999999999995,25.23530054644808,499.7000000000001,41.0,666.5999999999999,103.92,31.03413043478261,63.57000000000001,22.0
2004,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",166.6,,25.212962962962962,403.3519999999999,023,31023,1651.5900000000001,112.96000000000004,25.223770491803283,403.5,25.0,544.56,48.849999999999994,27.538478260869564,116.16999999999999,6.0
2005,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",141.4,,26.76851851851852,439.42,023,31023,1910.14,258.01000000000005,26.78814207650274,439.2899999999999,54.0,680.51,138.89,31.45521739130435,80.64000000000001,28.0
2006,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",135.2,,26.259259259259263,589.026,023,31023,1798.4099999999999,232.8,26.291967213114752,588.9300000000002,38.0,689.1700000000001,144.65,31.637608695652176,148.5,21.0
2007,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",160.1,,25.796296296296294,654.0500000000001,023,31023,1883.8599999999997,185.47000000000003,25.83803278688524,654.0699999999999,41.0,698.7,111.22,31.056086956521742,189.88000000000002,19.0
2008,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",160.0,,24.314814814814813,660.146,023,31023,1590.75,89.40000000000002,24.353551912568307,660.4100000000001,22.0,644.9900000000001,68.03000000000002,30.07652173913043,127.06000000000002,17.0
2009,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",189.3,,23.98148148148148,485.13999999999993,023,31023,1519.2100000000005,80.88999999999999,24.022295081967208,485.30000000000007,20.0,564.95,38.13,28.33239130434783,111.4,9.0
2010,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",168.6,,25.898148148148152,667.766,023,31023,1811.0899999999997,168.57,25.917213114754105,667.9699999999998,38.0,685.38,89.30000000000004,30.44978260869565,124.05,19.0
2011,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",178.5,,24.796296296296294,621.2839999999999,023,31023,1674.6900000000005,178.02000000000004,24.839836065573774,621.3299999999999,31.0,708.1999999999999,109.02,30.80913043478261,189.84,17.0
2012,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",141.2,,27.88888888888889,321.30999999999995,023,31023,1935.5500000000006,378.4399999999998,27.928852459016387,319.89,74.0,732.38,207.33999999999997,33.235,15.159999999999998,32.0
2013,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",174.7,,24.777777777777775,513.842,023,31023,1743.2699999999998,179.01000000000002,24.806229508196715,513.8899999999999,36.0,596.22,57.510000000000005,28.685217391304352,80.26,13.0
2014,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",182.6,,24.509259259259263,753.6179999999999,023,31023,1609.0,70.78000000000002,24.5396174863388,753.7399999999999,13.0,530.5600000000001,27.76,27.54304347826087,76.08000000000001,7.0
2015,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",193.4,,24.703703703703706,720.852,023,31023,1673.81,95.85,24.728360655737706,720.87,24.0,615.55,54.28999999999999,29.040217391304346,130.20000000000002,13.0
2016,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",185.9,,25.71296296296296,694.4359999999999,023,31023,1792.5399999999997,169.45000000000002,25.722459016393437,694.1500000000003,41.0,631.09,66.36000000000003,29.19456521739131,157.54,14.0
2017,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",191.2,,25.25,654.8119999999999,023,31023,1697.4899999999998,157.79999999999998,25.272732240437158,654.9300000000001,38.0,607.8399999999999,70.42,29.05021739130435,108.43999999999998,16.0
2018,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",197.3,,24.953703703703706,588.264,023,31023,1801.38,170.44000000000003,24.848469945355188,587.8,38.0,614.0199999999999,47.69999999999999,29.063478260869566,156.0,14.0
2019,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",192.2,,25.166666666666668,626.364,023,31023,1760.8399999999995,149.12,25.17431693989072,626.4699999999999,33.0,670.74,86.21000000000001,30.28782608695652,155.26,17.0
2020,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",179.0,5.2,25.046296296296294,407.924,023,31023,1710.56,170.88000000000002,25.041202185792343,408.45,47.0,630.2999999999998,54.79999999999999,29.39217391304348,140.85999999999996,16.0
2021,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",205.1,3.9,25.84259259259259,500.8879999999999,023,31023,1838.67,219.20999999999998,26.32065573770491,500.49999999999994,49.0,622.93,62.489999999999995,29.666956521739127,90.64,17.0
2022,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",170.1,5.0,26.222222222222218,399.288,023,31023,1831.1700000000003,274.10999999999996,26.46573770491802,400.0299999999999,60.0,681.3800000000001,129.26,31.536956521739132,60.669999999999995,25.0
2023,31,023,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",187.0,3.6,27.0,371.09399999999994,023,31023,1826.9199999999998,193.26999999999998,26.54661202185792,262.56000000000006,39.0,586.1,45.09999999999998,28.186956521739127,94.78,10.0
1926,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",20.3,,26.231481481481485,594.106,025,31025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1927,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",31.8,,24.87037037037037,450.596,025,31025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1928,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",35.1,,25.046296296296294,584.454,025,31025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1929,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",38.9,,24.88888888888889,517.144,025,31025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1930,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",23.5,,26.87037037037037,438.404,025,31025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1931,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",25.2,,26.944444444444446,576.834,025,31025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1932,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",38.3,,26.240740740740737,575.3100000000001,025,31025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1933,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",32.0,,26.87962962962963,470.662,025,31025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1934,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",1.9,,29.777777777777782,239.522,025,31025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1935,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",23.0,,24.87037037037037,571.5,025,31025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1936,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",3.9,,29.175925925925924,363.98199999999997,025,31025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1937,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",17.5,,27.111111111111114,466.852,025,31025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1938,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",10.4,,26.84259259259259,573.024,025,31025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1939,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",22.3,,28.26851851851852,372.11,025,31025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1940,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",34.1,,26.555555555555554,402.33599999999996,025,31025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1941,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",34.0,,26.98148148148148,533.146,025,31025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1942,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",41.0,,25.546296296296294,536.448,025,31025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1943,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",45.7,,25.990740740740744,527.812,025,31025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1944,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",42.5,,24.444444444444446,815.848,025,31025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1945,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",37.0,,23.898148148148152,716.788,025,31025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1946,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",41.5,,25.65740740740741,494.284,025,31025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1947,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",19.0,,25.35185185185185,737.362,025,31025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1948,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",43.5,,27.09259259259259,492.75999999999993,025,31025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1949,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",34.0,,25.56481481481482,580.39,025,31025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1950,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",40.0,,23.75,659.13,025,31025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1951,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",27.0,,23.259259259259263,853.1859999999999,025,31025,1496.6499999999999,92.69000000000003,23.323333333333334,853.1800000000001,23.0,607.8199999999998,76.67000000000003,29.385,222.3,21.0
1952,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",42.6,,26.23148148148148,612.3939999999999,025,31025,1838.32,240.14000000000004,26.251967213114757,612.4600000000002,52.0,631.83,101.31,30.285869565217393,196.82999999999998,19.0
1953,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",36.0,,26.64814814814815,327.91399999999993,025,31025,1860.62,329.7300000000002,26.667431693989073,328.18000000000006,57.0,672.31,129.6,31.447826086956525,112.70000000000002,20.0
1954,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",25.1,,26.981481481481477,641.0959999999999,025,31025,1953.03,331.85,26.99098360655738,641.2399999999999,55.0,721.6700000000001,205.18,32.66630434782609,176.98,27.0
1955,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",15.1,,28.16666666666666,381.508,025,31025,2015.35,390.34,28.2091256830601,381.36000000000007,69.0,750.78,208.36,33.529565217391315,51.55,36.0
1956,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",16.4,,27.194444444444446,480.82199999999995,025,31025,1900.72,320.98000000000013,27.226612021857914,481.0300000000001,61.0,675.8799999999999,129.75,31.40130434782609,166.19,22.0
1957,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",47.1,,25.31481481481482,612.14,025,31025,1757.6400000000006,218.72,25.3575956284153,611.9399999999999,40.0,749.9399999999999,190.75000000000003,33.067173913043476,120.85000000000001,31.0
1958,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",49.1,,25.194444444444443,695.706,025,31025,1692.6999999999998,102.14000000000001,25.231092896174857,695.4700000000001,29.0,621.5799999999999,53.250000000000014,29.175869565217393,362.65,13.0
1959,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",48.0,,25.472222222222225,676.9099999999999,025,31025,1796.1000000000001,184.57999999999998,25.50841530054645,676.9500000000002,47.0,621.5699999999999,68.13,29.593695652173913,152.88,18.0
1960,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",56.1,,25.324074074074073,657.3520000000001,025,31025,1736.2799999999997,126.8,25.356885245901637,657.54,32.0,618.3399999999999,64.10999999999999,29.529130434782616,134.39,15.0
1961,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",55.2,,24.23148148148148,619.252,025,31025,1598.1300000000003,155.29999999999998,24.26857923497267,619.0799999999999,35.0,659.28,92.17000000000002,30.501521739130432,132.33,18.0
1962,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",66.1,,25.60185185185185,572.0079999999999,025,31025,1795.8300000000002,123.09,25.671147540983604,572.3,35.0,623.29,56.66,29.370434782608694,193.31,14.0
1963,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",57.3,,26.222222222222218,517.906,025,31025,1891.76,206.73,26.244371584699465,517.6700000000001,46.0,697.7399999999998,123.21,31.19152173913043,109.30000000000001,24.0
1964,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",46.2,,25.62037037037037,692.658,025,31025,1783.0299999999997,201.28000000000003,25.669617486338797,692.7300000000001,42.0,686.72,151.18,31.361086956521742,112.05,25.0
1965,31,025,06,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",62.1,,24.722222222222218,888.238,025,31025,1680.8,92.61999999999999,24.776557377049183,888.1400000000001,22.0,630.77,64.57,29.59956521739131,145.75,14.0
