year,state,county,division_yield,division_noaa,data_item,value,cv,temp_gs,pcpn_gs,fips,tmax_m01,tmax_m02,tmax_m03,tmax_m04,tmax_m05,tmax_m06,tmax_m07,tmax_m08,tmax_m09,tmax_m10,tmax_m11,tmax_m12,prcp_m01,prcp_m02,prcp_m03,prcp_m04,prcp_m05,prcp_m06,prcp_m07,prcp_m08,prcp_m09,prcp_m10,prcp_m11,prcp_m12
1963,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",70.2,,26.37962962962963,515.366,31143,-5.715483870967742,4.932857142857143,11.374516129032259,18.670333333333335,22.929032258064513,30.733999999999998,31.633548387096774,29.52774193548387,24.791333333333334,24.067741935483873,13.131,-1.6951612903225806,23.18,6.8,52.769999999999996,34.46,63.940000000000005,162.74,61.559999999999995,93.82,98.82000000000001,3.98,5.55,7.71
1964,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",72.2,,25.65740740740741,530.86,31143,4.82774193548387,2.820344827586207,7.516774193548388,16.747,25.9158064516129,27.591333333333335,32.86,27.18967741935484,23.541333333333334,19.404838709677417,10.532666666666668,0.13290322580645164,5.0,27.01,34.2,111.77,61.53,127.97,80.47,96.09,53.17,2.72,13.010000000000002,8.84
1965,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",91.1,,24.39814814814815,767.334,31143,1.2774193548387098,0.5767857142857142,1.0912903225806452,17.733999999999998,24.219677419354838,26.480666666666664,29.63290322580645,29.513548387096773,18.813333333333333,20.52225806451613,11.018333333333334,5.812258064516129,16.45,38.17,47.93,52.95,176.54,157.96,75.42999999999999,43.35,261.04,8.64,10.08,14.94
1966,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",103.7,,24.824074074074076,358.648,31143,-3.9958064516129035,2.4828571428571427,11.743548387096775,13.887333333333334,23.926451612903225,27.506333333333334,32.67258064516129,27.771290322580644,23.186,19.876451612903224,9.324,1.520967741935484,8.54,47.27,12.85,20.41,41.61,101.72,77.41,71.17999999999999,46.52,20.500000000000004,1.81,23.0
1967,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",96.4,,24.490740740740744,660.9079999999999,31143,0.19806451612903234,4.920357142857143,13.799354838709677,18.873333333333335,20.52258064516129,25.666666666666668,29.654516129032256,28.646451612903224,23.558333333333334,17.351290322580645,8.872000000000002,1.742258064516129,10.14,1.5199999999999998,6.180000000000001,36.300000000000004,82.48,383.22,38.72,66.64999999999999,53.69,45.19,2.91,21.72
1968,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",98.3,,25.314814814814813,561.848,31143,-0.1267741935483871,1.8372413793103448,14.616129032258065,17.505666666666666,20.593548387096774,30.30366666666667,30.562258064516133,29.12258064516129,23.83966666666667,19.206774193548387,6.857,-2.1390322580645162,5.08,6.659999999999999,21.73,83.25999999999999,64.72,132.24,88.04,103.05,90.11,132.76999999999998,22.94,49.849999999999994
1969,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",117.9,,25.435185185185187,465.582,31143,-5.0770967741935475,-0.28964285714285715,1.9190322580645163,18.038,22.58483870967742,26.275,30.909032258064514,29.7041935483871,25.056333333333335,13.21483870967742,10.527999999999999,0.43741935483870975,16.19,42.1,11.889999999999999,58.199999999999996,87.14,89.81,61.4,141.33,27.57,108.56,6.57,27.68
1970,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",83.6,,26.86111111111111,424.688,31143,-3.716774193548387,6.945357142857143,6.208387096774194,17.632,26.15032258064516,29.611333333333334,32.41741935483871,30.97193548387097,24.341666666666665,15.107741935483872,7.272333333333334,3.698387096774194,1.57,3.1199999999999997,16.58,56.81,79.98,31.160000000000004,46.82,78.75,131.06,94.18,20.05,3.27
1971,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",103.9,,25.78703703703704,416.052,31143,-2.0706451612903227,1.154642857142857,6.764516129032257,17.75,20.99290322580645,30.755,29.291612903225804,30.238387096774193,25.676333333333332,19.644193548387097,9.497000000000002,1.5996774193548389,22.09,74.38,20.6,26.45,155.15,93.50999999999999,83.96,19.11,37.91,57.17,42.93,13.91
1972,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",116.4,,24.73148148148148,610.6159999999999,31143,-0.880967741935484,4.01551724137931,12.13516129032258,16.288,21.538709677419355,28.884999999999998,28.94645161290323,28.571290322580648,24.177666666666667,15.19774193548387,5.386666666666667,-2.3548387096774195,5.359999999999999,5.82,22.82,77.3,196.14000000000001,76.96000000000001,149.03,35.56,75.7,45.42,85.73,39.61
1973,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",111.6,,24.88888888888889,583.946,31143,-0.6261290322580644,2.259642857142857,8.966774193548387,15.555,21.52741935483871,29.37066666666667,29.799354838709675,31.270967741935483,21.802666666666667,19.596129032258066,7.439666666666667,-0.5545161290322581,32.78,15.709999999999999,138.26,50.75,162.92000000000002,34.3,106.42999999999999,28.880000000000003,200.41,79.67,67.26,48.11
1974,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",89.7,,25.98148148148148,355.854,31143,-3.1954838709677422,5.288928571428571,12.314838709677419,17.979666666666667,23.50483870967742,28.232000000000003,35.0916129032258,26.87,24.179333333333332,20.410967741935483,9.400333333333332,2.32,16.95,2.03,16.44,53.48,130.22,60.78,8.48,81.06,21.76,39.989999999999995,8.17,29.939999999999998
1975,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",104.1,,25.05555555555556,479.0439999999999,31143,-0.6590322580645162,-1.5567857142857144,4.678387096774194,13.620333333333333,24.208064516129035,26.874666666666666,31.110645161290325,31.215806451612906,23.303333333333335,22.322903225806453,8.772333333333334,1.451290322580645,31.62,20.62,20.650000000000002,121.51,50.85,177.79000000000002,53.58,44.28,31.29,3.04,77.95,7.52
1976,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",100.7,,26.120370370370367,389.12799999999993,31143,1.4716129032258065,9.127931034482758,9.535483870967743,17.644333333333336,22.50483870967742,28.820666666666668,31.054193548387094,30.998387096774195,25.672,15.505806451612903,7.741,3.6190322580645162,10.08,16.93,75.32,73.13,97.23,34.7,62.64,23.879999999999995,97.25,9.780000000000001,0.67,2.2600000000000002
1977,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",117.6,,26.490740740740737,708.406,31143,-3.3464516129032256,8.531428571428572,11.285483870967743,19.62,25.421612903225803,29.332333333333334,32.04806451612903,27.31096774193548,25.170333333333335,17.71193548387097,7.8580000000000005,0.6364516129032258,12.81,9.7,86.46000000000001,102.31,160.26,51.81,89.2,195.77,108.97,62.99,40.739999999999995,5.95
1978,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",129.5,,25.657407407407405,546.862,31143,-7.037096774193548,-4.951428571428572,7.5683870967741935,15.603666666666667,21.82774193548387,28.96833333333333,30.392258064516128,29.730645161290322,27.365000000000002,19.07935483870968,7.481333333333334,-2.2106451612903224,10.32,32.730000000000004,19.36,196.93,75.07,57.0,110.49,63.8,44.0,18.549999999999997,32.84,16.27
1979,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",128.2,,25.07407407407408,464.566,31143,-9.11741935483871,-4.841428571428572,7.114516129032259,14.810666666666666,22.011612903225807,28.611666666666668,28.605483870967742,28.91483870967742,27.448666666666668,19.45387096774194,6.846333333333333,6.07774193548387,28.45,10.99,94.22,90.63,101.52,112.87,93.35,43.07,22.91,109.84,40.74,13.089999999999998
1980,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",84.1,,27.21296296296296,353.568,31143,-0.4977419354838709,-0.66,5.877419354838709,17.964666666666666,23.738387096774193,29.438666666666666,33.59806451612903,31.061612903225804,27.520333333333333,18.633225806451613,12.118333333333334,3.6493548387096775,21.95,13.75,53.269999999999996,40.75,38.32,95.63,23.96,141.46,13.38,41.8,2.81,8.229999999999999
1981,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",131.0,,26.28703703703704,460.756,31143,4.817096774193549,7.2075000000000005,12.317741935483872,21.94066666666667,21.318387096774195,30.805333333333333,30.151290322580646,27.768387096774195,25.648666666666667,16.135161290322582,10.794666666666666,0.43451612903225795,0.03,8.73,75.67,27.02,109.5,44.6,82.45,157.33,39.9,32.6,64.71000000000001,33.86
1982,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",118.8,,23.990740740740744,715.01,31143,-5.865806451612904,0.978214285714286,7.421935483870967,15.470666666666666,21.890645161290323,25.040333333333333,31.135483870967743,27.568709677419356,22.898000000000003,18.39516129032258,7.133,3.795161290322581,17.17,15.51,55.62,58.07,206.53,134.4,140.41,116.68,58.980000000000004,87.6,47.519999999999996,42.31999999999999
1983,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",104.0,,25.416666666666668,466.344,31143,0.11354838709677421,3.8132142857142854,7.264838709677419,11.115333333333332,20.449032258064516,26.553333333333335,32.97806451612903,34.236774193548385,27.15533333333333,17.030322580645162,7.651,-9.206129032258064,19.3,19.26,97.55,32.21,89.31,197.19,22.22,37.09,88.51,61.31,111.41,17.18
1984,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",129.0,,24.62037037037037,568.7059999999999,31143,-1.1293548387096777,5.282068965517242,3.850322580645161,12.531333333333333,20.40032258064516,28.446666666666665,30.823548387096775,31.681612903225805,23.81566666666667,16.411935483870966,10.065,2.673548387096774,5.5,36.12,65.68,169.32,150.37,144.75,49.34,41.47,13.37,107.49,23.9,36.54
1985,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",142.3,,24.925925925925927,714.2479999999999,31143,-1.3758064516129032,0.7978571428571428,12.425483870967742,19.567,24.549677419354836,27.305666666666664,30.163548387096775,26.830967741935485,21.117666666666665,17.202903225806452,1.4493333333333331,-1.119032258064516,9.3,12.58,46.66,92.35,116.06,104.53,139.54999999999998,103.61999999999999,158.18,48.480000000000004,14.030000000000001,6.43
1986,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",121.1,,25.490740740740737,692.658,31143,7.43483870967742,1.7489285714285714,13.406774193548388,17.849333333333334,22.833225806451615,30.115000000000002,31.410967741935483,26.370645161290323,24.387666666666668,16.82161290322581,7.576333333333333,3.3916129032258064,0.0,18.47,59.36,129.44,75.07,144.87,110.46000000000001,117.3,115.46,105.73,13.67,18.94
1987,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",146.8,,26.78703703703704,498.094,31143,4.470967741935484,8.793928571428571,10.391935483870967,19.929333333333332,25.33451612903226,30.699666666666666,32.534193548387094,27.45258064516129,24.733666666666668,16.62290322580645,10.718,2.6961290322580647,0.75,11.21,210.11,23.900000000000002,123.53,35.589999999999996,59.17,194.01999999999998,62.01,17.66,33.53,16.54
1988,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",133.5,,27.611111111111114,455.93,31143,-1.830967741935484,2.9720689655172414,12.40967741935484,18.252000000000002,26.166129032258063,32.513,30.56709677419355,32.028387096774196,26.244333333333334,16.776451612903223,9.402,5.756129032258064,14.77,5.74,0.9199999999999999,55.58,96.07,73.94,54.8,40.48,135.23999999999998,0.85,34.58,20.61
1989,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",130.0,,25.98148148148148,437.3879999999999,31143,6.279032258064516,-2.896785714285714,8.821935483870968,20.877,23.73741935483871,27.11733333333333,31.307741935483868,29.33677419354839,23.505,19.901612903225807,9.995000000000001,-1.3177419354838709,29.39,18.01,6.93,6.51,49.910000000000004,98.4,49.98,77.64,154.94,33.42,0.97,11.25
1990,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",142.1,,25.73148148148148,519.684,31143,7.191935483870967,5.416428571428571,10.978064516129033,17.334999999999997,20.613225806451613,29.50766666666667,29.648387096774194,29.39,27.906666666666663,19.158709677419353,12.264666666666667,-0.06806451612903201,12.65,7.720000000000001,81.03,12.11,129.57,128.79,165.45,67.67,16.35,32.1,26.09,22.630000000000003
1991,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",142.1,,26.425925925925924,544.576,31143,-1.820322580645161,9.326071428571428,12.29225806451613,18.154666666666667,23.780322580645162,29.696666666666665,31.01032258064516,29.82193548387097,26.084,18.356451612903225,3.461666666666667,4.275161290322581,15.41,2.28,79.49,92.33,167.46,137.77,102.62,19.41,24.919999999999998,29.47,65.7,43.72
1992,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",153.3,,23.62037037037037,595.63,31143,6.3906451612903235,8.470689655172414,12.426451612903227,16.722333333333335,23.549677419354836,25.445666666666668,26.154193548387095,25.52548387096774,24.293333333333333,18.613870967741935,3.952,1.2106451612903226,36.1,30.630000000000003,74.59,23.14,82.3,102.91,209.82999999999998,118.67,58.91,74.03999999999999,35.73,21.67
1993,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",111.1,,23.30555555555556,705.3580000000001,31143,-3.259677419354839,-2.5360714285714288,5.708709677419355,14.375333333333334,21.448709677419355,25.983999999999998,27.823548387096775,28.279999999999998,21.883333333333333,16.798387096774192,6.988333333333333,4.058387096774194,33.74,24.09,40.45,76.08,110.46,151.95,210.13,74.88,81.98,38.32,17.01,22.169999999999998
1994,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",138.8,,25.685185185185187,505.714,31143,-1.9787096774193547,-1.4771428571428569,12.508387096774193,17.361333333333334,24.921935483870968,29.000333333333334,28.17322580645161,28.649032258064516,25.993,18.966129032258067,10.366000000000001,2.204838709677419,19.58,18.4,0.0,67.42,40.99,109.86,148.27,55.96,83.35,39.33,61.3,25.45
1995,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",118.2,,24.194444444444443,464.5659999999999,31143,0.7661290322580645,7.773214285714286,9.161290322580646,13.979333333333333,17.837741935483873,27.082333333333334,31.835483870967742,30.899677419354838,23.554666666666666,18.76516129032258,8.888,2.2196774193548388,14.530000000000001,12.57,45.62,81.9,165.37,51.05,33.04,54.07,78.98,37.32,9.1,6.62
1996,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",150.1,,23.657407407407405,594.106,31143,-1.9238709677419354,5.619999999999999,7.053548387096774,17.485666666666667,19.169354838709676,28.249666666666666,27.753870967741936,26.961290322580645,22.334,19.062903225806455,3.6056666666666666,-1.4309677419354838,28.6,0.23,13.99,60.449999999999996,195.35,78.75,71.9,126.78,61.03,3.9899999999999998,93.81,5.970000000000001
1997,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",141.7,,24.361111111111114,472.9479999999999,31143,-0.47516129032258064,3.036428571428572,13.529677419354838,13.002333333333333,20.669999999999998,28.688,30.418709677419354,27.748387096774195,25.604333333333333,18.29290322580645,7.338,2.6961290322580647,6.07,20.32,3.77,66.71,82.57,65.66,54.06,92.68,110.98,91.72,22.85,11.56
1998,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",152.6,,25.9537037037037,540.0039999999999,31143,0.8219354838709676,6.208571428571429,3.7241935483870967,15.402333333333333,25.557741935483868,26.398666666666667,29.92967741935484,29.333870967741937,29.087333333333333,18.753548387096775,10.855333333333334,6.101935483870967,12.1,10.22,72.15,121.93,97.49,159.10999999999999,71.81,81.21,8.45,53.5,65.95,4.91
1999,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",147.0,,24.453703703703702,626.3639999999999,31143,0.7912903225806452,9.085714285714285,10.282903225806452,15.603666666666667,22.171290322580646,25.32633333333333,31.491935483870968,27.794516129032257,24.313,19.973225806451612,16.221,5.914193548387097,11.65,17.47,30.09,108.69,154.1,180.72,57.57,96.83000000000001,28.53,2.21,14.65,11.64
2000,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",123.5,,26.666666666666668,336.04200000000003,31143,4.246774193548387,8.844137931034483,12.581935483870968,17.662,25.433870967741935,28.433333333333334,29.822580645161292,31.206129032258065,27.381666666666668,19.683548387096774,4.378,-4.162903225806452,4.1899999999999995,23.97,40.28,36.59,64.77,53.52,99.62,39.730000000000004,41.98,53.72,46.75,19.75
2001,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",158.9,,26.027777777777786,478.282,31143,1.805806451612903,-1.1485714285714288,7.158064516129032,18.838666666666665,23.497096774193547,27.98,31.122580645161293,30.156129032258065,24.55366666666667,18.767419354838708,15.731333333333334,6.102903225806451,27.950000000000003,25.8,24.89,59.54,196.35,49.43,64.76,38.52,69.69,28.73,52.529999999999994,5.33
2002,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",131.8,,26.490740740740737,382.778,31143,5.698387096774193,5.918571428571428,6.453870967741936,18.612333333333332,21.64,30.584666666666667,32.69838709677419,29.432258064516127,25.861666666666668,13.634193548387096,10.019,7.0125806451612895,11.35,12.02,29.310000000000002,56.21,134.53,55.31999999999999,31.090000000000003,72.96000000000001,32.82,83.22,3.63,0.28
2003,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",150.7,,25.29629629629629,488.95,31143,1.931290322580645,2.0860714285714286,11.855483870967742,17.742666666666665,21.183548387096774,26.218,31.863225806451613,30.955806451612904,23.848666666666666,20.845483870967744,8.420333333333334,4.094193548387097,11.45,30.82,25.970000000000002,71.31,99.09,101.07000000000001,47.38,28.79,141.53,22.84,25.96,4.47
2004,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",171.9,,25.38888888888889,371.602,31143,0.34709677419354823,0.7562068965517241,12.763870967741935,19.324333333333335,23.613548387096774,26.055333333333333,28.12,27.456774193548387,27.781,18.54548387096774,10.389000000000001,5.474838709677419,27.5,20.05,87.09,30.580000000000002,99.72,56.1,95.92,21.27,67.91,24.15,65.43,4.25
2005,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",162.3,,26.509259259259256,453.644,31143,-1.4241935483870967,6.991071428571429,12.37516129032258,18.233,23.506451612903227,28.451666666666664,31.523548387096774,29.453870967741935,27.953666666666667,19.679032258064513,12.473,1.4316129032258063,26.49,33.32,28.32,108.81,92.2,113.57000000000001,46.959999999999994,70.13,22.18,46.01,37.85,16.44
2006,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",162.3,,26.425925925925927,549.656,31143,9.890967741935484,6.320357142857143,9.534516129032259,20.519,24.76225806451613,29.819333333333336,31.823870967741936,28.999354838709678,22.62366666666667,16.496451612903225,11.109,6.129032258064516,5.57,3.4899999999999998,77.96000000000001,75.08,42.07,84.33,59.12,146.26,142.51,22.259999999999998,10.16,71.59
2007,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",166.3,,25.694444444444443,674.624,31143,0.23967741935483872,0.12999999999999995,14.464193548387096,15.595666666666666,24.52,27.817999999999998,30.600967741935484,30.116451612903226,25.491666666666667,19.629032258064516,12.175666666666666,-0.5835483870967741,18.130000000000003,22.220000000000002,55.31999999999999,112.69,128.37,83.69999999999999,85.14,211.3,53.21,133.86,0.97,49.190000000000005
2008,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",159.0,,24.35185185185185,703.3259999999999,31143,-0.9338709677419356,1.4968965517241377,9.920645161290324,14.093333333333334,21.496129032258064,27.865666666666666,30.161290322580644,28.449354838709677,23.985333333333337,17.695483870967742,9.680333333333332,-0.3116129032258064,7.25,15.420000000000002,24.18,90.39,210.8,189.83,104.36,37.459999999999994,70.48,170.14,31.099999999999998,22.54
2009,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",201.7,,24.04629629629629,470.662,31143,1.8477419354838711,6.265357142857143,10.501612903225807,15.986333333333334,23.495483870967742,26.421,27.741612903225807,27.391612903225806,23.207666666666668,11.694516129032257,13.503666666666668,-2.587741935483871,8.4,15.44,18.45,56.52,59.58,153.21,46.65,123.07000000000001,31.2,101.9,17.33,49.83
2010,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",170.1,,25.953703703703702,588.2639999999999,31143,-3.7600000000000002,-1.7092857142857143,9.459999999999999,19.707333333333334,21.489354838709676,28.392999999999997,29.686451612903223,30.910645161290322,25.535333333333334,21.373870967741937,10.198333333333332,1.5716129032258064,14.91,19.41,46.459999999999994,53.66,64.75,233.57,107.33,75.46,53.519999999999996,18.39,13.12,4.96
2011,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",167.8,,24.78703703703704,642.62,31143,-2.499677419354839,3.2378571428571425,9.29258064516129,16.370333333333335,22.09967741935484,27.566,31.279032258064515,28.39258064516129,23.029666666666667,20.07709677419355,11.016333333333334,4.071612903225806,25.060000000000002,11.08,26.33,87.8,179.91,95.31,139.4,126.24,13.94,39.339999999999996,11.54,26.43
2012,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",160.4,,27.935185185185187,294.13199999999995,31143,6.295806451612903,4.471724137931035,19.621612903225806,20.417666666666666,26.096451612903227,29.365000000000002,34.3258064516129,30.10290322580645,27.26033333333333,16.578387096774193,12.45,3.7699999999999996,3.37,36.86,15.58,61.739999999999995,121.11999999999999,52.48,1.48,46.379999999999995,10.530000000000001,37.910000000000004,21.569999999999997,32.85
2013,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",183.4,,24.935185185185187,504.952,31143,1.4480645161290322,3.985,7.081612903225807,13.978666666666667,22.044193548387096,27.729,29.45709677419355,28.963548387096775,27.418333333333333,17.721612903225807,9.457666666666666,1.5361290322580645,6.06,13.14,37.839999999999996,89.14,191.05,79.35,41.2,57.23,47.16,131.32,31.73,2.9099999999999997
2014,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",190.1,,24.52777777777777,719.8359999999999,31143,2.1445161290322576,0.03392857142857143,9.162258064516129,17.477666666666668,23.13774193548387,27.599666666666668,27.828387096774193,27.563548387096777,23.569333333333336,19.43903225806452,7.066999999999999,2.1132258064516125,2.84,10.14,7.32,102.16,84.59,190.64,21.75,197.35,123.44,38.3,8.47,20.59
2015,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",203.1,,24.805555555555557,619.2520000000001,31143,3.63,0.7717857142857142,14.249354838709676,18.09333333333333,20.695806451612906,27.128666666666668,29.090645161290322,27.32225806451613,26.459666666666667,20.00225806451613,12.012,4.116129032258065,3.3,25.93,9.29,83.03,95.45,147.17,96.77,97.93,98.84,22.7,64.98,52.4
2016,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",187.9,,25.85185185185185,594.106,31143,-0.033548387096774164,6.381034482758621,14.883225806451613,18.002333333333333,21.907096774193548,31.331666666666667,29.86064516129032,28.366774193548387,25.628,20.078387096774193,14.083333333333334,2.0212903225806453,15.89,24.27,26.54,131.89,154.16,23.509999999999998,70.97,98.25,115.3,61.669999999999995,25.29,23.71
2017,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",197.8,,25.5,626.6179999999999,31143,0.503225806451613,9.167142857142858,11.175483870967742,16.722333333333335,22.136129032258065,30.432666666666666,31.227096774193548,26.811935483870965,25.961000000000002,18.018387096774195,10.698,2.6761290322580646,29.53,10.69,31.04,62.39,159.78,77.43,63.830000000000005,208.07,55.05,109.44,7.48,6.53
2018,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",211.0,,25.425925925925924,594.36,31143,-0.41741935483870973,-0.615357142857143,9.39258064516129,12.178333333333335,25.932580645161288,29.519000000000002,28.71677419354839,27.53,24.567666666666664,15.673225806451613,6.750666666666667,3.170967741935484,22.490000000000002,13.799999999999999,40.22,17.08,84.82000000000001,173.13,134.62,96.45,88.17,79.59,20.06,73.4
2019,31,143,,6,,,,25.425925925925924,651.51,31143,1.191935483870968,-2.9735714285714288,5.648064516129033,18.401666666666664,20.099032258064515,27.784333333333333,30.626451612903224,27.874193548387098,27.748333333333335,15.09483870967742,8.831999999999999,4.8103225806451615,2.77,26.36,75.1,32.05,191.15,136.68,99.87,142.23000000000002,49.43,68.01,35.17,40.769999999999996
2020,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",202.8,2.7,25.53703703703704,401.0659999999999,31143,0.7861290322580644,5.436206896551725,11.398387096774194,17.063666666666666,20.228387096774195,31.13266666666667,30.350645161290323,29.903870967741934,24.604,16.096129032258066,13.679,5.504516129032258,32.47,1.45,70.18,18.91,124.72,67.75,127.71000000000001,23.92,38.17,17.71,42.42,29.71
2021,31,143,,6,,,,26.240740740740744,499.1099999999999,31143,1.714516129032258,-5.302142857142857,13.64774193548387,17.630333333333333,22.26290322580645,31.076,29.881290322580647,30.551935483870967,27.458666666666666,19.738387096774193,13.01,8.39806451612903,35.11,16.41,204.71,41.55,100.17,90.24000000000001,59.9,162.04,43.620000000000005,69.27,9.08,6.7299999999999995
2022,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",210.6,3.8,26.842592592592595,434.848,31143,3.551290322580645,5.2625,11.662903225806453,17.497999999999998,22.649677419354838,30.310666666666666,31.605806451612903,31.40032258064516,28.599,21.15064516129032,10.181999999999999,1.0006451612903227,3.58,1.44,28.81,64.0,122.4,97.56,76.0,23.240000000000002,51.78,5.859999999999999,7.66,10.69
2023,31,143,6.0,6,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",190.3,5.9,27.444444444444443,364.99799999999993,31143,1.2838709677419353,4.897857142857142,8.163870967741936,18.08966666666667,25.07935483870968,29.769333333333336,29.318709677419356,30.24516129032258,28.482000000000003,18.490000000000002,13.307333333333334,6.182258064516129,29.21,24.68,23.61,26.62,33.41,59.02,53.68,48.01,36.78,38.9,10.959999999999999,41.4
1926,31,145,7.0,7,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",3.9,,27.509259259259256,338.074,31145,,,,,,,,,,,,,,,,,,,,,,,,
1927,31,145,7.0,7,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",29.9,,26.33333333333333,438.404,31145,,,,,,,,,,,,,,,,,,,,,,,,
1928,31,145,7.0,7,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",22.2,,25.90740740740741,477.774,31145,,,,,,,,,,,,,,,,,,,,,,,,
1929,31,145,7.0,7,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",15.4,,26.71296296296296,379.222,31145,,,,,,,,,,,,,,,,,,,,,,,,
1930,31,145,7.0,7,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",28.2,,27.120370370370367,574.548,31145,,,,,,,,,,,,,,,,,,,,,,,,
1931,31,145,7.0,7,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",16.7,,27.935185185185187,263.14399999999995,31145,,,,,,,,,,,,,,,,,,,,,,,,
1932,31,145,7.0,7,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",4.6,,27.925925925925924,330.19999999999993,31145,,,,,,,,,,,,,,,,,,,,,,,,
