year,state,county,division_yield,division_noaa,data_item,value,cv,temp_gs,pcpn_gs,county_padded,fips_full,tmax_avg_jan,prcp_tot_jan,tmax_avg_feb,prcp_tot_feb,tmax_avg_mar,prcp_tot_mar,tmax_avg_apr,prcp_tot_apr,tmax_avg_may,prcp_tot_may,tmax_avg_jun,prcp_tot_jun,tmax_avg_jul,prcp_tot_jul,tmax_avg_aug,prcp_tot_aug,tmax_avg_sep,prcp_tot_sep,tmax_avg_oct,prcp_tot_oct,tmax_avg_nov,prcp_tot_nov,tmax_avg_dec,prcp_tot_dec
1957,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",63.4,,24.731481481481485,645.4139999999999,099,31099,-2.9016129032258067,4.6899999999999995,8.2225,5.07,8.279677419354838,54.05,13.772,102.94,19.93258064516129,137.26000000000002,26.775666666666673,211.99,33.33,31.550000000000004,30.97225806451613,99.80000000000001,23.541666666666664,62.059999999999995,15.560322580645161,51.71,7.138999999999999,16.14,8.496451612903224,12.65
1958,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",66.7,,25.18518518518518,483.10799999999995,099,31099,2.651935483870968,9.68,0.6350000000000006,54.849999999999994,0.9729032258064519,71.55,14.095666666666668,55.949999999999996,23.626774193548385,79.64,27.133666666666663,55.79999999999999,28.718387096774194,117.32999999999998,30.944838709677416,158.71000000000004,26.604,15.519999999999998,21.165806451612905,0.0,11.229333333333338,13.65,3.476451612903227,3.67
1959,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",64.0,,26.018518518518515,488.69599999999997,099,31099,0.5293548387096773,13.03,1.1514285714285712,17.229999999999997,10.134193548387097,86.52,16.360666666666663,58.65,22.079032258064515,117.33999999999999,29.93666666666666,56.559999999999995,30.081290322580642,82.78999999999999,33.164838709677426,85.32000000000001,24.549666666666663,87.77000000000001,16.042903225806448,49.55,8.087666666666667,0.01,6.4077419354838705,1.07
1960,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",67.8,,25.62962962962963,561.34,099,31099,-2.642258064516129,40.22,-2.612758620689655,46.76000000000001,1.3780645161290321,32.59,17.935666666666666,81.44,22.024516129032257,125.82999999999998,26.040666666666663,190.55,29.992903225806444,60.47,30.714838709677426,45.45,27.04733333333333,57.72,19.69161290322581,32.73,11.687333333333333,7.43,3.4954838709677403,4.59
1961,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",68.7,,24.36111111111111,545.338,099,31099,4.6251612903225805,0.52,8.076785714285712,10.07,9.423225806451612,49.93,14.208333333333334,47.11,19.725483870967746,199.33,28.136000000000003,76.46,31.713870967741936,49.38,29.99225806451613,106.12,22.382,66.99000000000001,19.505161290322576,12.27,7.456000000000001,25.349999999999998,-1.1287096774193555,30.37
1962,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",79.1,,25.63888888888889,587.502,099,31099,-0.38935483870967735,4.91,3.8453571428571443,36.43,4.570967741935483,53.879999999999995,17.97833333333334,10.08,27.085483870967746,128.92999999999998,26.330999999999996,112.64,29.3141935483871,191.75999999999996,30.190000000000015,91.92,22.898333333333337,52.15000000000002,19.893548387096775,39.67,10.544333333333332,1.6600000000000001,4.378387096774194,19.74
1963,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",75.7,,27.462962962962962,402.082,099,31099,-4.707096774193549,14.17,6.62,0.9,12.118709677419355,40.03,19.153333333333332,41.830000000000005,23.568709677419356,20.91,31.532666666666664,71.92,33.31774193548387,49.62,31.39548387096774,63.43999999999999,25.789333333333335,154.36,23.99193548387096,14.99,13.310666666666668,4.25,-0.7748387096774192,7.109999999999999
1964,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",81.6,,26.324074074074073,406.14599999999996,099,31099,5.45258064516129,0.66,2.462413793103448,27.69,7.999677419354839,37.059999999999995,16.67866666666666,44.970000000000006,26.02967741935484,12.98,28.116,126.33,33.94903225806452,89.79,28.36129032258064,82.30999999999999,24.89666666666666,49.67,19.94838709677419,4.36,10.865333333333334,6.3500000000000005,3.161612903225806,0.41
1965,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",91.8,,24.453703703703706,786.8919999999998,099,31099,3.448709677419357,25.669999999999998,0.8217857142857143,32.79,1.9261290322580649,47.459999999999994,18.290333333333333,50.239999999999995,24.167419354838703,172.0,26.167666666666673,132.21,29.96129032258065,166.02,29.369354838709675,61.349999999999994,18.78933333333333,204.92999999999998,20.511612903225807,40.18,12.119666666666665,0.08,5.913548387096772,12.74
1966,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",105.9,,25.546296296296294,353.05999999999995,099,31099,-2.0064516129032257,9.2,2.6950000000000003,26.52,12.756451612903223,12.68,13.693000000000003,27.84,25.02774193548387,7.41,28.315333333333335,140.36999999999998,32.86903225806452,92.96,28.243870967741934,59.78999999999999,25.15966666666667,24.709999999999997,20.144838709677416,18.36,9.760333333333334,0.0,2.6200000000000014,22.8
1967,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",103.4,,24.2962962962963,626.1099999999999,099,31099,1.0751612903225807,8.45,7.403214285714285,3.67,14.404516129032258,0.21,18.25033333333333,38.14,19.99096774193548,112.09,25.400666666666673,327.87000000000006,28.73129032258065,63.71,29.060645161290317,17.71,24.36666666666666,66.46,18.261935483870968,27.260000000000005,9.885000000000002,7.25,2.7606451612903227,10.18
1968,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",107.3,,25.546296296296294,506.9839999999999,099,31099,2.062903225806451,2.56,3.7613793103448283,12.02,14.849354838709674,3.21,17.308666666666667,76.91000000000001,19.756129032258066,74.75,30.502333333333333,105.46,30.67322580645162,91.41000000000001,29.42806451612903,113.49000000000002,25.56066666666667,44.92999999999999,19.799677419354836,78.29,8.508666666666668,13.36,-0.9825806451612903,33.94
1969,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",124.4,,25.37037037037037,554.736,099,31099,-3.7696774193548377,17.28,0.6975000000000001,32.129999999999995,3.5777419354838713,8.6,18.387666666666668,29.97,22.15387096774193,122.69,25.672000000000004,102.78,30.90225806451613,104.02000000000001,29.639354838709675,113.37,25.467000000000006,81.77,13.112258064516128,102.66999999999999,11.821,2.55,2.3083870967741933,16.86
1970,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",116.9,,26.907407407407405,445.77,099,31099,-0.9832258064516135,1.76,9.043928571428571,4.56,6.766451612903226,18.03,16.849333333333334,73.7,25.41354838709677,94.82,28.672000000000004,49.56999999999999,32.92483870967741,44.09,32.736451612903224,59.05,24.863999999999994,124.57000000000001,14.96516129032258,29.83,8.541333333333336,11.370000000000001,6.0932258064516125,0.62
1971,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",116.5,,25.490740740740744,377.44399999999996,099,31099,0.7029032258064516,16.87,2.473928571428572,59.06,8.705806451612903,30.46,17.339000000000002,38.910000000000004,20.383548387096774,95.2,29.96933333333333,64.68,29.52129032258064,110.83,30.513548387096773,30.52,25.230000000000004,37.410000000000004,20.13483870967742,54.54,10.522333333333336,50.49999999999999,3.71258064516129,5.51
1972,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",127.1,,24.972222222222225,521.716,099,31099,0.4503225806451613,2.69,6.681724137931034,5.779999999999999,14.656451612903227,14.82,17.061999999999998,57.199999999999996,21.311935483870972,159.14000000000001,28.678333333333335,76.75999999999999,29.3341935483871,67.32,28.57838709677419,108.58,24.875000000000007,52.92,15.87774193548387,19.53,5.147333333333333,59.60999999999999,-1.879677419354839,40.41
1973,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",114.7,,24.98148148148148,540.2579999999999,099,31099,0.8725806451612897,13.78,4.500357142857142,7.47,9.629032258064518,118.46000000000001,15.110999999999997,65.82999999999998,21.59258064516129,79.24999999999999,29.627333333333333,31.320000000000004,30.404193548387095,112.12000000000002,31.5,26.6,21.65033333333333,225.27999999999997,19.384516129032257,59.059999999999995,7.890666666666667,52.18000000000001,-0.368709677419355,44.61
1974,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",111.4,,26.268518518518515,257.04799999999994,099,31099,-2.0174193548387076,7.84,8.176785714285714,1.09,12.74451612903226,9.79,17.660999999999998,47.85000000000001,24.475483870967743,55.42999999999999,28.2,80.36999999999999,34.89741935483871,36.63,27.851612903225803,27.380000000000003,24.48466666666667,9.61,20.069354838709682,47.14,9.951666666666666,12.98,3.189999999999999,24.740000000000002
1975,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",113.1,,25.2962962962963,468.62999999999994,099,31099,1.850322580645161,8.49,0.5467857142857143,12.200000000000001,5.563548387096773,21.85,15.012,67.46999999999998,23.450000000000006,78.03999999999999,26.595999999999997,186.5,31.537741935483872,59.66,31.549999999999997,47.14,23.62900000000001,29.79,22.07354838709678,4.13,8.016000000000002,83.44,2.6329032258064506,5.65
1976,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",121.6,,26.231481481481485,383.28599999999994,099,31099,1.5745161290322582,8.6,10.827931034482761,12.89,10.564193548387099,43.69,17.52466666666667,105.57000000000001,21.898064516129033,68.07,29.014666666666667,57.540000000000006,31.410645161290322,40.169999999999995,31.809032258064516,11.74,25.730333333333338,99.94999999999999,15.660645161290322,18.22,9.074666666666666,3.49,5.871290322580646,0.0
1977,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",116.5,,26.648148148148152,608.33,099,31099,-1.1922580645161294,11.04,10.299642857142857,3.15,12.145483870967743,93.27,19.247666666666664,126.32,24.581935483870975,141.23999999999998,29.55733333333333,66.7,32.57193548387097,59.620000000000005,28.078387096774204,168.44000000000003,25.961666666666666,45.87000000000001,18.853225806451615,31.34,9.158333333333331,19.71,2.975161290322581,7.989999999999999
1978,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",133.4,,26.092592592592595,449.3259999999999,099,31099,-5.140322580645161,6.72,-3.735714285714286,28.49,8.609354838709677,12.18,16.809333333333335,130.54,21.119677419354836,72.07000000000001,28.764,14.3,31.923870967741937,99.89999999999998,30.033225806451618,96.76,27.86433333333333,35.75,20.008064516129036,20.32,7.947000000000002,33.6,-0.3274193548387097,13.15
1979,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",138.3,,25.166666666666668,543.8139999999999,099,31099,-7.333548387096774,19.349999999999998,-1.1639285714285719,4.5600000000000005,9.128064516129031,121.79,15.905999999999999,82.91,21.37612903225807,117.82999999999998,27.94033333333333,106.03999999999999,28.590967741935483,143.10000000000002,29.41806451612903,71.69999999999999,27.741,22.53,20.36903225806451,64.52,6.863666666666668,28.66,7.58709677419355,13.29
1980,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",112.7,,27.26851851851852,346.20199999999994,099,31099,0.12806451612903216,18.490000000000002,0.5289655172413796,18.68,6.578064516129031,92.67,17.296333333333333,53.730000000000004,23.013870967741934,53.64,29.44866666666666,71.17,34.46225806451613,45.20000000000001,31.642903225806457,91.62,27.766333333333325,30.909999999999997,19.49451612903226,28.7,12.858666666666664,0.36,6.388709677419355,7.6
1981,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",142.8,,25.888888888888886,587.756,099,31099,6.751935483870968,0.34,8.233571428571429,5.5,12.625161290322582,45.120000000000005,21.794,54.21999999999999,20.00741935483871,164.20000000000002,29.876666666666676,54.019999999999996,29.706774193548387,152.9,28.01225806451613,116.42000000000002,25.940333333333328,45.96,16.602258064516132,24.37,11.328000000000001,72.4,1.853225806451613,29.48
1982,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",124.7,,24.23148148148148,530.352,099,31099,-1.9554838709677411,10.35,2.0928571428571425,16.55,8.434516129032259,36.35,16.008666666666663,66.25,21.499677419354843,175.7,24.156333333333336,93.2,31.344838709677422,64.77000000000001,28.468387096774205,87.57,23.916666666666668,42.54,18.373870967741937,69.26,8.028666666666666,34.36,4.6887096774193555,43.82
1983,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",115.8,,25.59259259259259,439.41999999999996,099,31099,0.42838709677419395,12.419999999999998,5.3325000000000005,17.880000000000003,7.949032258064516,114.11000000000001,12.038,27.860000000000003,19.578387096774197,128.07,26.123,116.05,33.275161290322586,17.84,34.87032258064516,51.919999999999995,27.64266666666667,97.8,17.547096774193548,21.87,8.027999999999999,69.37,-8.465161290322579,13.999999999999996
1984,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",141.4,,24.953703703703706,428.498,099,31099,-0.3867741935483874,6.63,6.655862068965518,23.249999999999996,5.605483870967742,62.73,12.161333333333337,173.15000000000003,20.749354838709674,116.54999999999998,28.364,70.31,31.131290322580647,43.59,32.42645161290322,16.630000000000003,24.880000000000003,3.76,16.127096774193543,102.60999999999999,10.351333333333336,8.11,3.458387096774193,33.95
1985,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",148.8,,25.26851851851852,615.442,099,31099,-1.0406451612903227,16.27,0.9353571428571436,4.58,13.305806451612904,28.04,19.965333333333334,87.13,24.399354838709677,132.02999999999997,27.47566666666667,82.56,30.854193548387098,71.73,27.35838709677419,106.10999999999999,21.627,135.99,17.12838709677419,44.73,2.0313333333333317,10.73,0.34129032258064546,7.85
1986,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",144.9,,26.166666666666668,469.64599999999996,099,31099,9.213870967741935,0.0,4.575714285714286,14.53,15.180000000000003,43.94,18.97633333333333,42.260000000000005,22.730000000000008,81.85000000000002,30.387000000000004,49.57,31.86548387096774,120.83999999999999,27.792580645161294,77.74,25.217666666666663,97.49999999999999,17.10225806451613,83.04,9.258333333333335,7.389999999999999,5.028064516129032,19.569999999999997
1987,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",154.3,,26.4074074074074,458.724,099,31099,5.494516129032259,0.88,9.072142857142858,24.189999999999998,9.758064516129032,196.59,19.224666666666664,40.95,24.114516129032257,126.52999999999999,29.73766666666667,116.1,31.893870967741933,82.22,27.937741935483867,62.18,25.531000000000006,30.63,17.80935483870967,19.84,10.773333333333333,63.17,3.5103225806451626,20.15
1988,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",151.1,,27.324074074074076,442.722,099,31099,-1.2322580645161294,25.54,3.87344827586207,5.85,12.244516129032258,3.94,18.413,41.489999999999995,24.961935483870967,57.12999999999999,32.528666666666666,56.22,30.667419354838703,106.59,31.384516129032264,86.15,26.019000000000002,95.25,17.521612903225805,0.2,10.752666666666666,15.110000000000001,7.754838709677419,4.66
1989,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",150.9,,25.444444444444446,523.24,099,31099,6.819999999999999,14.629999999999999,-1.0192857142857141,11.22,10.044193548387096,6.4,21.440333333333335,0.03,23.29,67.08,26.288333333333323,158.72,30.021290322580647,140.93000000000004,28.116774193548387,60.629999999999995,23.567333333333337,95.07,20.38032258064516,20.009999999999998,11.529000000000002,0.0,0.5961290322580644,7.659999999999999
1990,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",153.1,,25.85185185185185,372.3639999999999,099,31099,7.098709677419354,13.09,5.967500000000001,5.04,11.40516129032258,87.83,16.99866666666667,9.690000000000001,20.418709677419354,118.63000000000002,29.627333333333333,68.70000000000002,30.449032258064513,47.18000000000001,29.559354838709673,104.30999999999999,28.069999999999997,23.889999999999997,19.88225806451613,18.03,13.140333333333333,19.400000000000002,0.36451612903225866,11.5
1991,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",159.1,,26.694444444444443,332.99399999999997,099,31099,-0.007096774193548752,9.58,11.569642857142862,0.63,13.400322580645161,40.99,17.852333333333338,48.68000000000001,23.55032258064516,129.39,30.053333333333335,41.150000000000006,32.04774193548388,36.86,30.25516129032258,55.2,26.36733333333334,21.729999999999997,19.413548387096775,21.65,4.94,49.71999999999999,4.938064516129033,30.5
1992,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",153.1,,24.296296296296294,385.318,099,31099,6.3758064516129025,37.970000000000006,9.646206896551725,25.029999999999994,12.977741935483875,76.86,18.01633333333334,11.84,23.75,30.93,24.81666666666667,106.35000000000001,27.15903225806451,158.85999999999999,26.324193548387097,57.64000000000001,25.661333333333328,19.54,19.279354838709676,64.91,4.573333333333336,20.330000000000002,0.32580645161290334,18.96
1993,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",103.1,,23.388888888888886,838.9619999999999,099,31099,-3.2703225806451615,25.17,-2.3825,34.61,7.396129032258065,42.050000000000004,14.00233333333333,51.38,21.410322580645165,89.86,25.944666666666667,136.17000000000002,28.147741935483868,355.62,28.36064516129032,142.95999999999998,22.488333333333333,62.92,17.678709677419356,45.95,8.099666666666668,20.02,5.5780645161290305,4.73
1994,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",168.2,,26.22222222222223,478.02799999999996,099,31099,0.5351612903225804,19.74,-0.23250000000000023,27.06,13.918709677419354,0.39,17.598333333333336,67.14,24.53451612903226,31.590000000000003,30.09733333333333,131.76000000000002,28.750967741935483,148.02999999999997,29.81032258064516,56.459999999999994,26.43566666666667,43.1,19.299354838709675,40.19,10.103,59.4,3.786129032258064,20.16
1995,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",139.6,,24.305555555555554,505.46,099,31099,2.2067741935483873,11.399999999999999,9.0575,4.02,10.151935483870966,55.78,14.200333333333331,61.58,17.371290322580645,209.02,26.31233333333334,56.540000000000006,31.82806451612903,59.21000000000001,31.915483870967748,85.39999999999999,24.167000000000005,33.809999999999995,18.92935483870967,20.490000000000002,10.942333333333336,11.559999999999999,3.4064516129032265,2.54
1996,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",169.5,,24.14814814814815,684.0219999999999,099,31099,-0.2406451612903222,22.59,7.602413793103447,0.0,8.466129032258063,12.200000000000001,18.599000000000004,35.03,19.919999999999995,197.89,28.470666666666666,119.92000000000002,28.681612903225805,173.32999999999998,26.808387096774194,87.63000000000002,22.38166666666667,70.41,18.663870967741925,3.66,5.304333333333333,77.47000000000001,1.682580645161291,0.54
1997,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",152.5,,24.962962962962962,421.894,099,31099,2.0512903225806447,2.05,3.7946428571428563,23.46,13.621935483870969,12.79,13.537666666666667,51.39,21.039677419354838,60.55,28.391333333333332,60.98,31.92129032258065,11.340000000000002,28.828709677419354,113.39,26.029666666666678,124.57,18.57387096774194,101.45,8.420333333333334,42.39,2.971612903225807,14.04
1998,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",160.7,,26.26851851851852,457.2,099,31099,2.1474193548387097,8.12,6.436071428571429,15.83,5.14,61.99999999999999,15.202999999999998,84.10000000000001,25.429032258064517,76.25,27.041,67.10000000000001,30.27290322580646,163.58,30.309677419354838,55.39,29.266666666666662,10.99,19.361612903225808,29.130000000000003,11.360000000000003,60.88000000000001,6.2364516129032275,2.13
1999,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",154.4,,24.722222222222225,615.4419999999999,099,31099,2.9441935483870973,10.100000000000001,10.75,2.84,11.199354838709679,12.88,15.485000000000005,96.83000000000001,22.12774193548387,145.10999999999999,25.435999999999993,155.04,32.02,33.53,28.62741935483871,165.67000000000002,24.684,19.439999999999998,20.279032258064515,1.23,16.579999999999995,6.52,7.020645161290323,9.68
2000,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",159.0,,27.0925925925926,410.4639999999999,099,31099,5.288387096774194,9.4,7.977586206896552,40.68,13.122258064516132,79.14,18.267,30.090000000000003,24.649354838709677,60.25,28.63833333333334,99.03,30.59870967741935,148.71,32.87677419354839,37.36,27.440666666666655,35.39,19.81096774193548,46.52,4.0646666666666675,53.1,-2.531290322580645,10.87
2001,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",178.6,,26.66666666666666,473.96399999999994,099,31099,3.4935483870967743,22.76,-0.6567857142857143,32.22,7.19483870967742,19.73,19.226333333333336,75.66,23.51129032258065,123.93999999999998,28.372,38.54,32.711935483870974,87.12000000000002,31.173225806451608,75.01,24.967333333333332,73.57,19.00612903225807,42.86,15.536333333333335,30.23,7.162258064516127,2.7699999999999996
2002,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",166.8,,27.166666666666668,293.116,099,31099,6.871935483870968,10.81,6.675714285714286,12.670000000000002,7.636451612903225,14.18,19.093666666666664,29.34,21.20225806451613,99.18,31.792999999999996,35.38,33.675483870967746,17.400000000000002,30.848709677419357,75.40000000000002,26.40266666666666,36.300000000000004,13.779032258064515,75.56,10.972333333333333,5.460000000000001,8.121935483870967,0.31
2003,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",177.7,,26.074074074074076,417.322,099,31099,4.1480645161290335,8.280000000000001,3.0060714285714276,23.41,11.804193548387095,15.04,18.291666666666668,94.02,21.27548387096774,105.97,26.44466666666667,108.42,33.127741935483876,11.790000000000001,32.335483870967735,25.98,25.031666666666663,71.39999999999999,21.3558064516129,29.07,9.054333333333334,12.120000000000001,6.053870967741936,2.6100000000000003
2004,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",185.1,,25.759259259259256,439.6739999999999,099,31099,0.9264516129032262,21.29,1.8644827586206894,18.75,14.29,55.96000000000001,19.062333333333335,42.92999999999999,24.202580645161287,80.61,26.490666666666666,61.12,28.435483870967737,111.18,28.285483870967738,23.75,28.070666666666668,119.98000000000002,18.493548387096777,39.33999999999999,10.368999999999998,51.18999999999999,6.576451612903226,0.16
2005,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",184.8,,26.712962962962962,420.87799999999993,099,31099,-0.24387096774193598,17.189999999999998,8.000714285714286,17.31,12.654193548387095,53.79999999999999,17.725,41.419999999999995,23.287741935483872,112.25999999999999,28.509666666666664,130.16000000000003,32.38967741935483,36.76,30.020645161290325,84.58,28.39533333333333,15.87,20.21548387096774,41.33,13.279666666666664,24.610000000000003,1.89258064516129,8.23
2006,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",182.8,,26.944444444444443,483.616,099,31099,10.941935483870967,4.7,6.758571428571427,0.8300000000000001,10.371935483870967,57.16,21.02,36.629999999999995,24.927741935483873,50.64,30.506999999999998,125.91000000000003,32.361612903225804,59.82,29.551290322580638,136.89,23.32333333333333,73.55999999999999,16.524193548387093,53.870000000000005,10.649333333333333,10.64,5.877096774193548,59.39
2007,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",184.9,,25.85185185185185,661.4159999999999,099,31099,-0.6696774193548386,17.070000000000004,0.7442857142857144,13.939999999999998,15.252580645161292,63.3,14.778,112.23,23.826451612903227,195.36,27.654,91.36000000000001,31.4058064516129,110.46,31.256129032258062,96.53,26.18333333333333,55.26,19.869354838709675,85.69999999999999,13.061333333333334,1.24,-0.7632258064516128,44.71
2008,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",182.0,,24.85185185185186,589.534,099,31099,-0.2161290322580647,4.359999999999999,3.349310344827586,9.56,11.545483870967738,24.42,14.374333333333334,81.98999999999998,21.611935483870962,173.28000000000003,28.230999999999998,142.95000000000005,31.216774193548385,94.96,28.663548387096775,55.62000000000001,25.028999999999996,40.7,17.719677419354838,232.42,10.934999999999999,21.6,0.7725806451612902,13.66
2009,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",203.7,,24.694444444444443,445.26199999999994,099,31099,4.044516129032258,5.58,8.429642857142857,14.4,11.59064516129032,0.64,16.492,53.22,23.383870967741935,82.46,26.918,120.76,28.748709677419345,51.19,28.80483870967741,94.35000000000001,23.764999999999997,43.34,12.474516129032255,100.67999999999999,14.009666666666671,5.53,-1.9216129032258062,22.48
2010,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",189.4,,26.259259259259263,659.892,099,31099,-0.4054838709677423,3.39,0.9789285714285715,16.439999999999998,10.813870967741936,58.69,19.40533333333333,99.45,20.698709677419355,120.21,28.90666666666667,195.2,30.636129032258072,78.09000000000002,31.511290322580635,116.03999999999999,26.369000000000003,51.09,21.71032258064516,7.210000000000001,10.639000000000001,20.27,2.7635483870967743,2.25
2011,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",186.1,,25.43518518518518,569.9759999999999,099,31099,-1.0248387096774196,28.98,3.707142857142858,11.350000000000001,9.612903225806452,17.830000000000002,16.558666666666667,98.02000000000001,21.75967741935484,163.49,28.142333333333337,83.84,32.127096774193554,109.13999999999999,29.985483870967744,102.03999999999999,24.04266666666667,13.22,19.972580645161287,93.63000000000001,11.733666666666664,11.42,4.124516129032258,16.9
2012,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",201.0,,28.490740740740744,305.56199999999995,099,31099,7.195806451612902,1.27,5.06103448275862,33.830000000000005,19.528387096774193,25.54,20.10599999999999,76.94,26.382258064516126,70.19,30.845333333333333,63.480000000000004,35.14032258064516,31.11,30.660322580645158,48.739999999999995,27.837666666666667,15.17,17.337741935483873,20.11,13.820333333333332,2.98,4.658709677419354,27.35
2013,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",191.1,,25.833333333333332,409.956,099,31099,1.5345161290322578,5.93,4.837142857142856,27.53,9.190000000000001,27.470000000000002,14.113333333333328,75.41,22.725161290322582,110.54,28.969,53.58,30.340000000000003,40.81999999999999,30.115483870967736,62.199999999999996,28.714000000000002,67.42,17.972580645161294,49.480000000000004,9.847333333333331,23.69,3.260967741935484,3.38
2014,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",203.4,,25.39814814814815,590.042,099,31099,4.402258064516129,7.52,0.7707142857142862,15.899999999999999,10.304838709677421,7.390000000000001,17.338333333333335,86.17,23.266774193548386,33.00000000000001,27.795333333333346,215.15000000000003,29.548387096774196,25.54,30.063870967741938,167.66,24.377666666666666,62.56,20.526129032258062,32.4,9.232000000000001,2.02,3.425161290322581,24.270000000000007
2015,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",210.7,,25.796296296296294,518.6679999999999,099,31099,5.215483870967742,3.26,4.145714285714286,12.780000000000001,15.911935483870968,2.9000000000000004,18.13666666666667,90.38000000000001,20.609677419354835,83.09,27.746666666666663,173.10999999999999,30.506129032258062,57.92999999999999,28.896774193548385,73.67,28.88266666666667,40.370000000000005,20.69032258064517,27.53,12.059000000000001,66.96,5.747741935483873,47.18
2016,31,099,08,8,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",198.7,,26.287037037037038,457.708,099,31099,3.286451612903226,9.2,7.9158620689655175,33.63,15.966129032258069,15.659999999999998,17.95866666666666,201.45000000000002,21.45645161290323,79.69000000000001,31.427333333333333,17.96,31.010645161290327,63.82,29.388709677419357,45.37,26.491,49.22,21.908064516129034,7.6,14.923999999999998,37.5,3.39516129032258,15.559999999999999
